"","block.address","Vacant_Pr","Occupied_Pr","NumofBuilding","SURA","Units","YearBuilt","AssessedVa","Aggravated.assault","Arson","Burglary","Larceny","Murder","Robbery","Vehicle.theft","Total"
"500 block winkworth pkwy","500 block winkworth pkwy",0.0625,0.9375,16,0,1,1959.5,124443.75,0,0,0,0,0,0,0,0
"500 block winton st","500 block winton st",0,1,9,9,1.55555555555556,1937.22222222222,68244.4444444444,0,0,0,0,0,0,0,0
"500 block wolcott av","500 block wolcott av",0,1,10,0,1.1,1934.8,78850,0,0,0,10,0,0,0,10
"500 block wolf st","500 block wolf st",0.0666666666666667,0.933333333333333,15,15,1.53333333333333,1900.26666666667,44740,60,0,0,30,0,0,0,90
"500 block woodbine av","500 block woodbine av",0,1,15,0,1.06666666666667,1924.4,63593.3333333333,0,0,0,0,0,0,0,0
"500 block wyoming st","500 block wyoming st",0,1,1,1,1,1928,22000,0,0,0,0,0,1,0,1
"5000 block salina st s","5000 block salina st s",0,1,4,0,1.25,1937.5,79375,0,0,0,0,0,0,0,0
"5100 block salina st s","5100 block salina st s",0,1,4,0,1,1929.5,82375,0,0,0,0,0,0,0,0
"5200 block salina st s","5200 block salina st s",0,1,6,0,1.16666666666667,1939,65050,0,0,0,6,0,0,0,6
"5300 block salina st s","5300 block salina st s",0,1,7,0,2.14285714285714,1919.42857142857,80028.5714285714,0,0,0,0,0,0,0,0
"5400 block salina st s","5400 block salina st s",0,1,8,0,1.25,1920.25,88237.5,8,0,0,0,0,0,0,8
"5500 block salina st s","5500 block salina st s",0.0625,0.9375,16,0,1.125,1909.8125,91856.25,0,0,16,0,0,0,0,16
"5600 block salina st s","5600 block salina st s",0,1,10,0,1,1912.7,78150,0,0,0,0,0,0,0,0
"5700 block salina st s","5700 block salina st s",0,1,8,0,1.25,1907.75,79412.5,0,0,0,0,0,0,0,0
"5800 block salina st s","5800 block salina st s",0,1,8,0,1.5,1943,83387.5,0,0,0,0,0,8,0,8
"600 block ackerman av","600 block ackerman av",0,1,1,0,1,1920,1e+05,0,0,1,1,0,0,0,2
"600 block allen st","600 block allen st",0,1,23,0,1.1304347826087,1919.69565217391,111613.043478261,0,0,0,0,0,0,0,0
"600 block arthur st","600 block arthur st",0,1,6,0,1.16666666666667,1920.83333333333,53850,0,0,0,0,0,0,0,0
"600 block ash st","600 block ash st",0.166666666666667,0.833333333333333,12,12,2.25,1902.33333333333,42483.3333333333,0,0,0,12,0,0,0,12
"600 block atlantic av","600 block atlantic av",0,1,10,8,1.3,1926,53750,0,0,10,0,0,0,0,10
"600 block audubon pkwy","600 block audubon pkwy",0,1,9,0,1.11111111111111,1951.33333333333,66188.8888888889,0,0,0,0,0,0,0,0
"600 block avry av","600 block avry av",0,1,10,10,1.6,1918,60330,0,0,0,0,0,0,0,0
"600 block ballantyne rd","600 block ballantyne rd",0.2,0.8,5,5,1,1925.8,49900,0,0,0,0,0,0,0,0
"600 block barnes av","600 block barnes av",0,1,33,33,1.03030303030303,1955.39393939394,58724.2424242424,0,0,33,0,0,0,33,66
"600 block bear st","600 block bear st",0,1,10,10,3.1,1916.6,71770,0,0,10,0,0,0,0,10
"600 block beattie st","600 block beattie st",0,1,11,11,1.54545454545455,1923.54545454545,65890.9090909091,0,0,0,0,0,0,0,0
"600 block beech st s","600 block beech st s",0,1,15,0,1.33333333333333,1898.66666666667,53573.3333333333,0,0,15,0,0,0,0,15
"600 block bellevue av","600 block bellevue av",0.125,0.875,8,8,1.625,1905,35475,0,0,8,0,0,0,0,8
"600 block brighton av w","600 block brighton av w",0.16,0.84,25,25,1.12,1916.16,44080,0,0,0,25,0,0,0,25
"600 block broad st","600 block broad st",0,1,5,0,1,1943.4,89340,0,0,0,0,0,0,0,0
"600 block burnet av","600 block burnet av",0.2,0.8,5,5,2,1914,44100,0,0,5,5,0,0,0,10
"600 block butternut st","600 block butternut st",0,1,1,1,5,1930,60000,0,0,1,14,0,1,0,16
"600 block cadillac st","600 block cadillac st",0,1,2,0,1,1937.5,69000,0,0,0,0,0,0,2,2
"600 block caleb av","600 block caleb av",0,1,4,0,1,1948.75,72475,0,0,0,0,0,0,0,0
"600 block cannon st","600 block cannon st",0.125,0.875,8,8,1.25,1961.5,44000,8,0,8,0,0,0,0,16
"600 block carbon st","600 block carbon st",0.0833333333333333,0.916666666666667,24,24,2.16666666666667,1912.08333333333,58625,0,0,24,72,0,0,0,96
"600 block catherine st","600 block catherine st",0.147058823529412,0.852941176470588,34,34,2.55882352941176,1917.70588235294,53455.8823529412,0,0,136,34,0,0,68,238
"600 block charmouth dr","600 block charmouth dr",0.0909090909090909,0.909090909090909,11,0,1,1923,105545.454545455,0,0,0,0,0,0,0,0
"600 block charmouth dr at stinard a","600 block charmouth dr at stinard a",0,1,1,0,1,1930,108000,0,0,0,0,0,0,0,0
"600 block clarendon st","600 block clarendon st",0,1,6,0,2,1924.66666666667,133833.333333333,0,0,0,0,0,0,0,0
"600 block clinton st n","600 block clinton st n",0,1,1,0,53,1930,3774000,0,0,0,0,0,0,0,0
"600 block colvin st e","600 block colvin st e",0,1,2,0,2.5,1943.5,50000,0,0,0,0,0,0,0,0
"600 block colvin st w","600 block colvin st w",0,1,7,7,1.57142857142857,1921.57142857143,36847.5714285714,0,0,0,7,0,0,0,7
"600 block coughlin av","600 block coughlin av",0,1,1,0,1,1948,25000,0,0,0,0,0,0,0,0
"600 block court st","600 block court st",0,1,13,13,1.69230769230769,1911.61538461538,67384.6153846154,0,0,26,0,0,0,0,26
"600 block crawford av","600 block crawford av",0,1,11,0,1,1945.27272727273,114977.272727273,0,0,0,0,0,0,0,0
"600 block crossett st","600 block crossett st",0,1,2,0,1.5,1905,89700,0,0,0,0,0,0,0,0
"600 block crouse av s","600 block crouse av s",0,1,1,0,0,2011,8930000,0,0,1,3,0,0,0,4
"600 block cumberland av","600 block cumberland av",0,1,25,0,1,1941.68,101104,0,0,0,0,0,0,0,0
"600 block dakin st","600 block dakin st",0,1,5,5,1,1961.8,59540,0,0,0,0,0,0,0,0
"600 block danforth st","600 block danforth st",0,1,4,4,3.5,1910,84750,0,0,0,0,0,0,0,0
"600 block darlington rd","600 block darlington rd",0,1,16,0,1.0625,1917.8125,64431.25,0,0,0,0,0,0,0,0
"600 block demong dr","600 block demong dr",0,1,19,0,1,1956.63157894737,76557.8947368421,0,0,0,0,0,0,0,0
"600 block dewitt st","600 block dewitt st",0.05,0.95,20,13,1.4,1931.7,81475,0,0,0,20,0,0,0,20
"600 block division st e","600 block division st e",0.102040816326531,0.897959183673469,49,49,1.87755102040816,1911.04081632653,47500,49,0,245,147,0,0,0,441
"600 block euclid av","600 block euclid av",0,1,10,0,2.6,1900.3,153490,0,0,0,40,0,0,0,40
"600 block fellows av","600 block fellows av",0,1,32,0,1.15625,1930.25,86546.875,0,0,0,0,0,0,0,0
"600 block first north st","600 block first north st",0,1,4,4,1.25,1922.5,65900,0,0,0,0,0,0,0,0
"600 block geddes st n","600 block geddes st n",0,1,5,5,1.6,1908,41520,0,0,5,0,0,0,0,5
"600 block gifford st","600 block gifford st",0.185185185185185,0.814814814814815,27,27,1.74074074074074,1947.2962962963,45555.5555555556,27,0,54,27,0,0,27,135
"600 block glenwood av","600 block glenwood av",0,1,11,0,1,1925.45454545455,90036.3636363636,0,0,0,0,0,0,0,0
"600 block grand av","600 block grand av",0,1,3,3,1,1991.66666666667,55666.6666666667,0,0,0,0,0,0,0,0
"600 block hamilton st","600 block hamilton st",0,1,17,0,1.52941176470588,1913.35294117647,70129.4117647059,0,0,0,17,0,0,0,17
"600 block hawley av","600 block hawley av",0.166666666666667,0.833333333333333,12,12,1.08333333333333,1916,40141.6666666667,0,0,0,0,0,0,0,0
"600 block hazelwood av","600 block hazelwood av",0,1,16,0,1,1970.25,71856.25,0,0,0,0,0,0,0,0
"600 block helen st","600 block helen st",0,1,27,27,1.25925925925926,1921.37037037037,62296.2962962963,0,0,0,54,0,0,0,54
"600 block hiawatha blvd e","600 block hiawatha blvd e",0,1,2,1,20.5,1920,576593.5,0,0,0,0,0,0,0,0
"600 block hickory st","600 block hickory st",0.25,0.75,8,8,2.25,1924.875,58825,0,0,0,0,0,0,0,0
"600 block highland st","600 block highland st",0,1,8,8,2.125,1899.5,58075,8,0,8,0,0,0,16,32
"600 block hixson av","600 block hixson av",0.0909090909090909,0.909090909090909,11,0,1.09090909090909,1929.63636363636,74090.9090909091,0,0,0,0,0,0,0,0
"600 block irving av","600 block irving av",0,1,1,0,94,1971,5710000,0,0,0,0,0,0,0,0
"600 block james st","600 block james st",0,1,3,3,48.6666666666667,1924,1136866.66666667,0,0,3,21,0,0,3,27
"600 block jamesville av","600 block jamesville av",0,1,8,0,1.25,1930.125,63700,0,0,0,0,0,0,0,0
"600 block john st","600 block john st",0,1,3,3,1.66666666666667,1923.33333333333,48666.6666666667,0,0,0,0,0,3,0,3
"600 block kensington rd","600 block kensington rd",0,1,1,0,1,1925,65500,0,0,0,0,0,0,0,0
"600 block kirkpatrick st","600 block kirkpatrick st",0.0526315789473684,0.947368421052632,19,19,1.84210526315789,1906.84210526316,59794.7368421053,0,0,0,19,0,0,0,19
"600 block lafayette av w","600 block lafayette av w",0,1,3,3,1,1965.66666666667,54666.6666666667,0,0,0,3,0,0,0,3
"600 block laurel st e","600 block laurel st e",0,1,1,1,2,1870,39100,0,0,0,0,0,0,0,0
"600 block lemoyne av","600 block lemoyne av",0.0625,0.9375,16,16,1.6875,1899.1875,54670.3125,16,0,16,0,0,0,0,32
"600 block lodi st","600 block lodi st",0,1,11,11,1.36363636363636,1921.81818181818,43590.9090909091,11,0,0,0,0,0,0,11
"600 block lowell av n","600 block lowell av n",0,1,7,7,1.57142857142857,1916.42857142857,59528.5714285714,0,0,0,0,0,0,0,0
"600 block lynch av","600 block lynch av",0,1,3,2,1,1960,58533.3333333333,0,0,0,0,0,0,0,0
"600 block marcellus st","600 block marcellus st",0,1,4,4,1.25,1991.75,49500,0,0,0,0,0,0,0,0
"600 block martin luthr king w","600 block martin luthr king w",0,1,1,1,2,1935,35000,0,0,0,0,0,0,0,0
"600 block massena st","600 block massena st",0.5,0.5,2,2,1.5,1905,27550,0,0,0,0,0,0,0,0
"600 block mcbride st n","600 block mcbride st n",0.0625,0.9375,16,16,1.875,1907.625,58968.75,16,0,0,16,0,0,16,48
"600 block meadowbrook dr","600 block meadowbrook dr",0,1,2,0,1,1956,70300,0,0,0,0,0,0,0,0
"600 block mertens av","600 block mertens av",0,1,10,0,1,1946.9,118860,0,0,0,0,0,0,0,0
"600 block midland av","600 block midland av",0,1,3,3,2,1913.33333333333,28333.3333333333,0,0,0,0,0,0,0,0
"600 block milton av","600 block milton av",0,1,4,4,2.25,1928.5,75925,0,0,0,0,0,0,0,0
"600 block mountainview av","600 block mountainview av",0,1,11,0,1,1954.81818181818,68836.3636363636,0,0,0,11,0,0,0,11
"600 block myrtle av","600 block myrtle av",0,1,2,2,1,1993,145950,0,0,0,0,0,0,0,0
"600 block newell st w","600 block newell st w",0.235294117647059,0.764705882352941,17,17,1.29411764705882,1913.23529411765,36276.4705882353,0,0,17,17,0,0,0,34
"600 block niagara st","600 block niagara st",0,1,1,1,3,1940,45000,0,0,0,0,0,0,0,0
"600 block nichols av","600 block nichols av",0,1,1,0,2,1900,60700,0,0,0,0,0,0,0,0
"600 block northcliff rd","600 block northcliff rd",0,1,1,0,1,1940,55000,0,0,0,0,0,0,0,0
"600 block oak st","600 block oak st",0.166666666666667,0.833333333333333,6,6,1.33333333333333,1908.33333333333,69833.3333333333,6,0,0,0,0,0,0,6
"600 block oakwood av","600 block oakwood av",0.111111111111111,0.888888888888889,9,9,1.55555555555556,1907.44444444444,40144.4444444444,0,0,0,0,0,0,0,0
"600 block oneida st","600 block oneida st",0,1,1,1,2,1920,26000,1,0,0,0,0,0,0,1
"600 block onondaga st w","600 block onondaga st w",0.0555555555555556,0.944444444444444,18,18,14,1933.88888888889,127700,18,0,72,108,0,18,0,216
"600 block ostrander av w","600 block ostrander av w",0,1,8,8,1,1919.5,35875,0,0,0,0,0,0,0,0
"600 block oswego st","600 block oswego st",0,1,2,2,8,NA,333500,2,0,0,0,0,0,0,2
"600 block otisco st","600 block otisco st",0,1,10,10,1.5,1926.1,32080,10,0,0,0,0,0,0,10
"600 block park av","600 block park av",0.0285714285714286,0.971428571428571,35,35,2.91428571428571,1915.65714285714,77571.4285714286,0,0,0,140,0,0,0,140
"600 block park st","600 block park st",0.142857142857143,0.857142857142857,21,21,1.85714285714286,1908.47619047619,49874.4761904762,0,0,0,21,0,0,0,21
"600 block plymouth dr","600 block plymouth dr",0.1,0.9,10,0,1.1,1934.5,62790,0,0,0,0,0,0,0,0
"600 block pond st","600 block pond st",0.0625,0.9375,16,16,1.875,1918.9375,54850,16,0,0,0,0,16,0,32
"600 block richmond av","600 block richmond av",0.222222222222222,0.777777777777778,9,9,1.88888888888889,1913.33333333333,44077.7777777778,0,0,0,9,0,0,0,9
"600 block roberts av","600 block roberts av",0,1,9,0,1,1929.66666666667,133866.666666667,0,0,0,0,0,0,0,0
"600 block rowland st","600 block rowland st",0.0714285714285714,0.928571428571429,14,14,1.21428571428571,1921.42857142857,40521.4285714286,0,0,0,0,0,0,0,0
"600 block rugby rd","600 block rugby rd",0,1,4,0,1,1945.5,199375,0,0,0,0,0,0,0,0
"600 block salina st s @ warren st s","600 block salina st s @ warren st s",0,1,1,1,24,1950,750000,0,0,0,0,0,0,0,0
"600 block salisbury pk dr","600 block salisbury pk dr",0.0909090909090909,0.909090909090909,11,0,1,1955.27272727273,63172.7272727273,0,0,0,0,0,0,0,0
"600 block salt springs rd","600 block salt springs rd",0,1,5,5,1.2,1924,70280,0,0,0,5,0,0,0,5
"600 block schuyler st","600 block schuyler st",0,1,12,0,1.25,1912.5,73750,0,0,0,12,0,0,0,12
"600 block scoville av","600 block scoville av",0,1,18,0,1,1942.33333333333,119416.666666667,0,0,18,0,0,0,0,18
"600 block second north st","600 block second north st",0.166666666666667,0.833333333333333,12,12,2.08333333333333,1891.66666666667,53883.3333333333,0,0,12,0,0,0,0,12
"600 block sedgwick dr","600 block sedgwick dr",0.0526315789473684,0.947368421052632,19,0,1,1949,103478.947368421,0,0,0,19,0,0,0,19
"600 block seeley rd","600 block seeley rd",0,1,11,6,1,1930.27272727273,67818.1818181818,0,0,0,0,0,0,0,0
"600 block seneca tnpk e","600 block seneca tnpk e",0,1,7,0,13,1950.42857142857,351542.857142857,0,0,0,0,0,0,0,0
"600 block seneca tnpk w","600 block seneca tnpk w",0,1,6,3,1.5,1925.16666666667,68050,0,0,0,0,0,0,0,0
"600 block seymour st","600 block seymour st",0,1,3,3,1.33333333333333,1915.66666666667,34766.6666666667,0,0,0,3,0,0,0,3
"600 block south av","600 block south av",0,1,2,2,4,1947,50000,0,0,2,4,0,0,2,8
"600 block stinard av","600 block stinard av",0.037037037037037,0.962962962962963,27,0,1.22222222222222,1926.88888888889,107162.962962963,0,0,0,0,0,0,0,0
"600 block stolp av","600 block stolp av",0,1,5,0,1.8,1904,84820,0,0,0,0,0,0,0,0
"600 block summit av","600 block summit av",0.0588235294117647,0.941176470588235,17,6,1.35294117647059,1933.17647058824,60823.5294117647,0,0,0,0,0,0,0,0
"600 block sunnycrest rd","600 block sunnycrest rd",0.25,0.75,4,0,1,1936.25,65500,0,0,0,0,0,0,0,0
"600 block teall av","600 block teall av",0.125,0.875,8,2,3.875,1926.25,106375,16,0,0,0,0,0,0,16
"600 block thurber st","600 block thurber st",0,1,3,0,1.33333333333333,1936.66666666667,84000,0,0,0,0,0,0,0,0
"600 block tompkins st","600 block tompkins st",0.0526315789473684,0.947368421052632,19,0,1.52631578947368,1911.36842105263,83763.1578947368,0,0,0,19,0,19,0,38
"600 block townsend st n","600 block townsend st n",0,1,6,6,3,1963.66666666667,86416.6666666667,0,0,0,6,0,0,0,6
"600 block townsend st s","600 block townsend st s",0,1,1,0,257,1985,10953000,0,0,0,0,0,0,0,0
"600 block tully st","600 block tully st",0,1,5,5,1.2,1919.8,28980,0,0,5,0,0,0,5,10
"600 block turtle st","600 block turtle st",0,1,13,13,2.15384615384615,1906.92307692308,63553.8461538462,26,0,13,0,0,0,0,39
"600 block tyson pl","600 block tyson pl",0,1,1,0,1,1965,73600,0,0,0,0,0,0,0,0
"600 block ulster st","600 block ulster st",0.05,0.95,20,0,1.6,1919.9,86000,0,0,20,0,0,0,0,20
"600 block valley dr","600 block valley dr",0,1,6,5,1.16666666666667,1915.83333333333,51600,0,0,0,0,0,0,0,0
"600 block velasko rd","600 block velasko rd",0.166666666666667,0.833333333333333,6,0,1,1951.66666666667,76200,0,0,0,0,0,0,0,0
"600 block vine st","600 block vine st",0,1,15,15,1.8,1910.33333333333,60000,0,0,0,0,0,0,15,15
"600 block wadsworth st","600 block wadsworth st",0,1,10,0,1.1,1926.7,76120,0,0,0,0,0,0,0,0
"600 block walnut av","600 block walnut av",0,1,5,0,5.6,1936,173800,0,0,15,20,0,0,0,35
"600 block westcott st","600 block westcott st",0,1,6,0,1.66666666666667,1921.83333333333,97000,0,0,0,0,0,0,0,0
"600 block westmoreland av","600 block westmoreland av",0,1,7,0,1.85714285714286,1924.57142857143,57142.8571428571,0,0,7,0,0,0,0,7
"600 block wilbur av s","600 block wilbur av s",0,1,9,9,1,1908.88888888889,44933.3333333333,0,0,0,0,0,0,0,0
"600 block willis av","600 block willis av",0,1,4,4,2.75,1917.5,152650,0,0,0,0,0,0,0,0
"600 block willow st e","600 block willow st e",0.666666666666667,0.333333333333333,3,3,2.33333333333333,1921.66666666667,38100,0,0,0,0,0,3,0,3
"600 block winkworth pkwy","600 block winkworth pkwy",0,1,3,0,1,1956,140466.666666667,0,0,0,0,0,0,0,0
"600 block winton st","600 block winton st",0.2,0.8,10,10,1.2,1905.6,47830,0,0,0,0,0,0,0,0
"600 block wolcott av","600 block wolcott av",0,1,8,0,1.125,1943,95425,0,0,0,0,0,0,0,0
"600 block wolf st","600 block wolf st",0.166666666666667,0.833333333333333,6,6,1.5,1892.33333333333,46850,0,0,0,6,0,0,0,6
"700 block ackerman av","700 block ackerman av",0,1,14,0,1.64285714285714,1913.35714285714,140407.142857143,0,0,14,14,0,0,0,28
"700 block allen st","700 block allen st",0.037037037037037,0.962962962962963,27,0,1.55555555555556,1921.88888888889,89348.1481481481,0,0,0,81,0,0,0,81
"700 block alvord st n","700 block alvord st n",0.214285714285714,0.785714285714286,42,42,1.66666666666667,1903.57142857143,44090.4761904762,84,42,210,0,0,0,42,378
"700 block arthur st","700 block arthur st",0,1,4,0,1.25,1924.5,49700,0,0,0,0,0,0,0,0
"700 block ash st","700 block ash st",0,1,9,9,1.66666666666667,1910.55555555556,43377.7777777778,0,0,9,0,0,0,0,9
"700 block avry av","700 block avry av",0,1,16,16,1.5,1915.6875,66643.75,0,0,0,0,0,0,0,0
"700 block ballantyne rd","700 block ballantyne rd",0,1,5,5,1,1947,50660,0,0,0,5,0,0,0,5
"700 block barnes av","700 block barnes av",0,1,8,8,1,1939.875,50862.5,0,0,0,0,0,0,0,0
"700 block bear st","700 block bear st",0.0909090909090909,0.909090909090909,11,11,1.63636363636364,1911.72727272727,58454.5454545455,0,0,0,0,0,0,11,11
"700 block beech st s","700 block beech st s",0,1,25,0,2.16,1911.52,69160,0,0,0,25,0,0,0,25
"700 block bellevue av","700 block bellevue av",0.25,0.75,4,4,1.5,1902.5,39325,0,0,0,0,0,0,0,0
"700 block brighton av w","700 block brighton av w",0,1,15,15,1.2,1904.8,46533.3333333333,0,0,0,0,0,0,0,0
"700 block broad st","700 block broad st",0,1,2,0,1,1953,67850,0,0,0,0,0,0,0,0
"700 block burnet av","700 block burnet av",0,1,2,2,1.5,1910,45200,2,0,0,0,0,0,0,2
"700 block butternut st","700 block butternut st",0,1,8,8,2.375,1897.5,44875,32,0,16,48,0,32,0,128
"700 block caleb av","700 block caleb av",0,1,9,0,1.11111111111111,1933.55555555556,65355.5555555556,0,0,0,0,0,0,0,0
"700 block cannon st","700 block cannon st",0.5,0.5,2,2,1,1920,28850,0,0,0,0,0,0,0,0
"700 block carbon st","700 block carbon st",0,1,6,6,1.33333333333333,1893,51400,0,0,6,0,0,0,0,6
"700 block catherine st","700 block catherine st",0.222222222222222,0.777777777777778,9,9,2.88888888888889,1898.66666666667,48955.5555555556,9,0,9,0,0,9,0,27
"700 block clarendon st","700 block clarendon st",0,1,3,0,2,1915.33333333333,141000,0,0,0,0,0,0,0,0
"700 block clinton st n","700 block clinton st n",0,1,2,0,79.5,1966.5,3778000,0,0,0,4,0,0,0,4
"700 block colvin st e","700 block colvin st e",0,1,6,0,1,1950.33333333333,41716.6666666667,0,0,0,6,0,0,0,6
"700 block colvin st w","700 block colvin st w",0,1,7,7,1.42857142857143,1905,38857.1428571429,0,0,0,0,0,0,0,0
"700 block coughlin av","700 block coughlin av",0,1,7,0,1,1950.71428571429,64128.5714285714,0,0,0,0,0,0,0,0
"700 block court st","700 block court st",0,1,13,13,2.84615384615385,1917.15384615385,79484.6153846154,0,0,0,0,0,0,0,0
"700 block crawford av","700 block crawford av",0,1,22,0,1,1943.72727272727,109963.636363636,0,0,0,44,0,0,0,44
"700 block crossett st","700 block crossett st",0,1,2,0,1,1930,88400,0,0,0,0,0,0,0,0
"700 block danforth st","700 block danforth st",0,1,8,8,3.625,1932.875,126150,0,0,0,8,0,0,0,8
"700 block darlington rd","700 block darlington rd",0,1,11,0,1.09090909090909,1925.72727272727,67690.9090909091,0,0,0,0,0,0,0,0
"700 block demong dr","700 block demong dr",0,1,4,0,1,1944.5,109275,0,0,0,0,0,0,0,0
"700 block dewitt st","700 block dewitt st",0,1,12,6,1.58333333333333,1919.25,79400,0,0,12,0,0,0,0,12
"700 block division st e","700 block division st e",0,1,12,12,1.08333333333333,1908.08333333333,40158.3333333333,0,0,48,0,0,0,0,48
"700 block emerson av","700 block emerson av",0.1,0.9,10,10,1.4,1884,78400,10,0,0,10,0,0,0,20
"700 block euclid av","700 block euclid av",0,1,19,0,2.36842105263158,1920,153947.368421053,0,0,133,95,0,0,19,247
"700 block fayette st e","700 block fayette st e",0,1,1,1,39,2016,605000,0,0,0,0,0,0,0,0
"700 block fellows av","700 block fellows av",0,1,10,0,1,1948.5,87740,0,0,0,0,0,0,0,0
"700 block first north st","700 block first north st",0,1,11,11,1.09090909090909,1906.27272727273,51218.1818181818,0,0,66,836,0,22,0,924
"700 block geddes st s","700 block geddes st s",0,1,1,1,2,1920,35700,0,0,3,0,0,0,1,4
"700 block glenwood av","700 block glenwood av",0,1,6,0,1,1929,87316.6666666667,0,0,0,6,0,0,0,6
"700 block grant blvd","700 block grant blvd",0,1,2,0,1,1936.5,86500,0,0,0,0,0,0,0,0
"700 block hamilton st","700 block hamilton st",0,1,15,0,1,1907.53333333333,64920,0,0,0,15,0,0,0,15
"700 block hawley av","700 block hawley av",0,1,8,8,1.25,1940.625,56162.5,0,0,16,0,0,0,0,16
"700 block hazelwood av","700 block hazelwood av",0,1,8,0,1,1984.125,70425,8,0,0,0,0,0,0,8
"700 block helen st","700 block helen st",0.0714285714285714,0.928571428571429,14,14,1.28571428571429,1926.35714285714,62421.4285714286,0,0,0,0,0,0,0,0
"700 block hickory st","700 block hickory st",0,1,11,11,4.27272727272727,1903.63636363636,82700,22,0,11,11,0,22,0,66
"700 block highland st","700 block highland st",0,1,7,7,1.71428571428571,1900.71428571429,51585.7142857143,0,0,0,0,0,0,0,0
"700 block hillside st","700 block hillside st",0,1,7,0,1.14285714285714,1913.57142857143,71257.1428571429,0,0,0,0,0,0,0,0
"700 block hixson av","700 block hixson av",0,1,7,0,9.57142857142857,1956,219757.142857143,0,0,0,0,0,7,0,7
"700 block james st","700 block james st",0,1,3,3,231,1940,4770000,24,0,9,39,0,6,0,78
"700 block jamesville av","700 block jamesville av",0,1,6,0,1,1944.83333333333,60683.3333333333,0,0,0,0,0,0,0,0
"700 block kirkpatrick st","700 block kirkpatrick st",0.0909090909090909,0.909090909090909,11,11,1.54545454545455,1907.27272727273,57463.6363636364,0,0,11,22,0,11,0,44
"700 block lancaster av","700 block lancaster av",0,1,10,0,2.1,1910.4,135700,0,0,40,0,0,0,0,40
"700 block laurel st e","700 block laurel st e",0,1,37,37,1.89189189189189,1901.89189189189,44881.0810810811,37,0,74,37,0,0,0,148
"700 block lemoyne av","700 block lemoyne av",0.0588235294117647,0.941176470588235,17,17,1.35294117647059,1884.52941176471,53076.4705882353,0,0,17,0,0,0,0,17
"700 block livingston av","700 block livingston av",0,1,9,0,2.11111111111111,1916.66666666667,140444.444444444,0,0,9,63,0,0,0,72
"700 block lodi st","700 block lodi st",0,1,7,7,28,1929.28571428571,743500,0,0,0,21,0,0,14,35
"700 block marcellus st","700 block marcellus st",0.166666666666667,0.833333333333333,6,6,1.83333333333333,1994.33333333333,41683.3333333333,0,0,12,0,0,0,0,12
"700 block maryland av","700 block maryland av",0,1,13,0,2.38461538461538,1907.69230769231,142846.153846154,0,0,0,0,0,0,0,0
"700 block mcbride st n","700 block mcbride st n",0,1,13,13,2.23076923076923,1903.96153846154,75192.3076923077,0,0,0,13,0,0,0,13
"700 block meadowbrook dr","700 block meadowbrook dr",0,1,3,0,1,1958.33333333333,84533.3333333333,0,0,0,0,0,0,0,0
"700 block milton av","700 block milton av",0,1,9,9,1.55555555555556,1908.33333333333,70100,0,0,0,18,0,0,0,18
"700 block mountainview av","700 block mountainview av",0,1,12,0,1,1952.91666666667,65333.3333333333,0,0,0,0,0,0,0,0
"700 block myrtle av","700 block myrtle av",0,1,3,3,1,1949.66666666667,57666.6666666667,0,0,0,0,0,0,0,0
"700 block newell st w","700 block newell st w",0.125,0.875,8,7,1.125,1927.875,47125,0,0,16,0,0,0,0,16
"700 block niagara st","700 block niagara st",0,1,2,2,2,1912.5,32950,0,0,0,0,0,0,0,0
"700 block northway st","700 block northway st",0,1,1,0,1,1940,70000,0,0,0,0,0,0,0,0
"700 block oak st","700 block oak st",0,1,11,11,2.18181818181818,1909.09090909091,60918.1818181818,0,0,0,0,0,0,0,0
"700 block onondaga av","700 block onondaga av",0.25,0.75,4,4,32.75,1927.5,286500,0,0,0,0,0,0,0,0
"700 block onondaga st w","700 block onondaga st w",0,1,7,7,11.5714285714286,1940.42857142857,185428.571428571,0,0,7,0,0,0,0,7
"700 block ostrom av","700 block ostrom av",0.142857142857143,0.857142857142857,7,0,2.42857142857143,1910,164857.142857143,0,0,42,21,0,0,7,70
"700 block oswego st","700 block oswego st",0,1,1,1,2,1920,26000,0,0,1,0,0,0,0,1
"700 block otisco st","700 block otisco st",0,1,16,16,1.5625,1914.75,31287.5,0,0,0,0,0,0,0,0
"700 block park av","700 block park av",0,1,17,17,2.05882352941176,1918.23529411765,51400,51,0,51,17,0,0,0,119
"700 block park st","700 block park st",0,1,2,2,3,1925,66000,0,0,0,2,0,2,0,4
"700 block pond st","700 block pond st",0,1,19,19,1.73684210526316,1907.26315789474,63852.6315789474,19,0,38,0,0,0,0,57
"700 block rugby rd","700 block rugby rd",0,1,5,0,1,1931.8,198890,0,0,0,0,0,0,0,0
"700 block salt springs rd","700 block salt springs rd",0.111111111111111,0.888888888888889,9,5,1,1922.22222222222,87711.1111111111,0,0,0,0,0,9,0,9
"700 block schuyler st","700 block schuyler st",0,1,19,0,1.52631578947368,1913.84210526316,88715.7894736842,0,0,19,19,0,0,0,38
"700 block second north st","700 block second north st",0,1,11,11,1.63636363636364,1902.72727272727,47581.8181818182,0,0,0,11,0,0,0,11
"700 block seeley rd","700 block seeley rd",0.125,0.875,8,2,1,1923.875,62112.5,0,0,8,0,0,0,0,8
"700 block seneca tnpk w","700 block seneca tnpk w",0,1,5,3,1,1904.6,61820,0,0,0,0,0,0,0,0
